Strain1,Strain2,Distance
A/CALIFORNIA/07/2009_IVR153,A/TEXAS/5/2009_RG15,1.41421356237
A/CALIFORNIA/07/2009_IVR153,A/AUCKLAND/1/2009,1.41421356237
A/MEXICO/4108/2009,A/TEXAS/5/2009_RG15,2.82842712475
A/MEXICO/4108/2009,A/NARITA/1/2009,1.41421356237
A/MEXICO/4108/2009,A/AUCKLAND/1/2009,2.82842712475
A/NEW_YORK/18/2009,A/TEXAS/5/2009_RG15,1.41421356237
A/NEW_YORK/18/2009,A/NARITA/1/2009,1.41421356237
A/NEW_YORK/18/2009,A/AUCKLAND/1/2009,2.0
A/TEXAS/05/2009,A/TEXAS/5/2009_RG15,0.707106781187
A/TEXAS/05/2009,A/NARITA/1/2009,1.0
A/TEXAS/05/2009,A/AUCKLAND/1/2009,0.707106781187
A/TEXAS/5/2009_RG15,A/NARITA/1/2009,1.41421356237
A/TEXAS/5/2009_RG15,A/AUCKLAND/1/2009,1.41421356237
A/NARITA/1/2009,A/AUCKLAND/1/2009,1.0
A/CALIFORNIA/07/2009,A/BANGLADESH/2021/2012,8.0
A/CALIFORNIA/07/2009,A/SOUTH_AUSTRALIA/17/2013,1.0
A/CALIFORNIA/07/2009,A/NEW_HAMPSHIRE/04/2013,2.0
A/CALIFORNIA/07/2009,A/MASSACHUSETTS/15/2013,1.41421356237
A/CALIFORNIA/07/2009,A/DOMINICAN_REPUBLIC/7293/2013,0.707106781187
A/CALIFORNIA/07/2009,A/WASHINGTON/24/2012,1.0
A/CALIFORNIA/07/2009,A/FLORIDA/27/2011,1.0
A/CALIFORNIA/07/2009,A/MARYLAND/13/2012,1.0
A/CALIFORNIA/07/2009,A/COLORADO/14/2012,0.707106781187
A/FLORIDA/27/2011,A/MARYLAND/13/2012,1.0
A/FLORIDA/27/2011,A/BANGLADESH/2021/2012,4.0
A/FLORIDA/27/2011,A/WASHINGTON/24/2012,1.0
A/FLORIDA/27/2011,A/COLORADO/14/2012,1.0
A/CALIFORNIA/07/2009,A/PHILIPPINES/2810/2009,5.65685424949
A/CALIFORNIA/07/2009,A/IRAQ/8529/2009,4.0
A/CALIFORNIA/07/2009,A/SOUTH_CAROLINA/18/2009,2.82842712475
A/ENGLAND/195/2009,A/PHILIPPINES/2810/2009,11.313708499
A/ENGLAND/195/2009,A/IRAQ/8529/2009,5.65685424949
A/ENGLAND/195/2009,A/SOUTH_CAROLINA/18/2009,4.0
A/PHILIPPINES/2810/2009,A/IRAQ/8529/2009,4.0
A/PHILIPPINES/2810/2009,A/SOUTH_CAROLINA/18/2009,4.0
A/IRAQ/8529/2009,A/SOUTH_CAROLINA/18/2009,1.41421356237
A/CALIFORNIA/07/2009,A/SOUTH_CAROLINA/02/2010,1.41421356237
A/CALIFORNIA/07/2009,A/BRISBANE/10/2010,1.41421356237
A/ENGLAND/195/2009,A/SOUTH_CAROLINA/02/2010,1.0
A/ENGLAND/195/2009,A/BRISBANE/10/2010,2.0
A/SOUTH_CAROLINA/02/2010,A/BRISBANE/10/2010,1.41421356237
A/SICHUAN/1/2009,A/CALIFORNIA/07/2009,1.0
A/SICHUAN/1/2009,A/HUNAN-YUEYANGLOU/317/2009,5.65685424949
A/SICHUAN/1/2009,A/CALIFORNIA/07/2009_NYMCX_179A,4.0
A/SICHUAN/1/2009,A/TEXAS/77/2009,4.0
A/CALIFORNIA/07/2009,A/HUNAN-YUEYANGLOU/317/2009,4.0
A/CALIFORNIA/07/2009,A/CALIFORNIA/07/2009_NYMCX_179A,4.0
A/CALIFORNIA/07/2009,A/TEXAS/77/2009,5.65685424949
A/HUNAN-YUEYANGLOU/317/2009,A/CALIFORNIA/07/2009_NYMCX_179A,8.0
A/HUNAN-YUEYANGLOU/317/2009,A/TEXAS/77/2009,1.41421356237
A/CALIFORNIA/07/2009_NYMCX_179A,A/TEXAS/77/2009,8.0
A/CALIFORNIA/07/2009,A/VORONEZH/01/2011,1.0
A/CALIFORNIA/07/2009,A/VALPARAISO/17275/2011,0.707106781187
A/CALIFORNIA/07/2009,A/MINNESOTA/03/2011,0.707106781187
A/VORONEZH/01/2011,A/VALPARAISO/17275/2011,1.0
A/VORONEZH/01/2011,A/MINNESOTA/03/2011,1.0
A/VORONEZH/01/2011,A/ST._PETERSBURG/100/2011,1.0
A/VALPARAISO/17275/2011,A/MINNESOTA/03/2011,0.707106781187
A/VALPARAISO/17275/2011,A/ST._PETERSBURG/100/2011,1.0
A/MINNESOTA/03/2011,A/ST._PETERSBURG/100/2011,1.0
A/CALIFORNIA/07/2009,A/MICHIGAN/45/2015,1.41421356237
A/CALIFORNIA/07/2009,A/PANAMA/318595/2016,1.41421356237
A/CALIFORNIA/07/2009,A/IOWA/53/2015,1.41421356237
A/CALIFORNIA/07/2009,A/ST._PETERSBURG/61/2015,2.82842712475
A/CALIFORNIA/07/2009,A/MINNESOTA/32/2015,2.0
A/CALIFORNIA/07/2009,A/NORTH_CAROLINA/04/2014,1.41421356237
A/CALIFORNIA/07/2009,A/HONG_KONG/5008/13,1.0
A/CALIFORNIA/07/2009,A/PENNSYLVANIA/07/2013,1.0
A/CALIFORNIA/07/2009,A/INDIANA/21/2016,1.0
A/CALIFORNIA/07/2009,A/BOLIVIA/559/2013,1.0
A/CALIFORNIA/04/2009,A/CHRISTCHURCH/16/2010,2.0
A/HONG_KONG/2200/2010,A/CHRISTCHURCH/16/2010,1.41421356237
A/CALIFORNIA/07/2009,A/ENGLAND/87/2010,1.0
A/CALIFORNIA/07/2009,A/ENGLAND/106/2010,0.894427191
A/ENGLAND/195/2009,A/ENGLAND/87/2010,0.707106781187
A/ENGLAND/195/2009,A/ENGLAND/106/2010,0.4472135955
A/AUCKLAND/3/2009,A/ENGLAND/87/2010,1.0
A/AUCKLAND/3/2009,A/ENGLAND/106/2010,0.4472135955
A/BAYERN/69/2009,A/ENGLAND/87/2010,4.0
A/BAYERN/69/2009,A/ENGLAND/106/2010,0.632455532034
A/LVIV/N6/2009,A/ENGLAND/87/2010,5.65685424949
A/LVIV/N6/2009,A/ENGLAND/106/2010,0.632455532034
A/HONG_KONG/2212/2010,A/ENGLAND/87/2010,1.41421356237
A/HONG_KONG/2212/2010,A/ENGLAND/106/2010,0.4472135955
A/CHRISTCHURCH/16/2010,A/ENGLAND/87/2010,1.41421356237
A/CHRISTCHURCH/16/2010,A/ENGLAND/106/2010,0.4472135955
A/ENGLAND/87/2010,A/ENGLAND/106/2010,0.4472135955
A/ENGLAND/195/2009,A/HONG_KONG/3934/2011,1.41421356237
A/ENGLAND/195/2009,A/ASTRAKHAN/1/2011,1.0
A/ENGLAND/195/2009,A/ST._PETERSBURG/27/2011,0.707106781187
A/ENGLAND/195/2009,A/ST._PETERSBURG/100/2011,1.0
A/AUCKLAND/3/2009,A/HONG_KONG/3934/2011,1.0
A/AUCKLAND/3/2009,A/ASTRAKHAN/1/2011,0.707106781187
A/AUCKLAND/3/2009,A/ST._PETERSBURG/27/2011,0.707106781187
A/AUCKLAND/3/2009,A/ST._PETERSBURG/100/2011,1.0
A/HONG_KONG/2212/2010,A/HONG_KONG/3934/2011,1.41421356237
A/HONG_KONG/2212/2010,A/ASTRAKHAN/1/2011,1.0
A/HONG_KONG/2212/2010,A/ST._PETERSBURG/27/2011,1.0
A/HONG_KONG/2212/2010,A/ST._PETERSBURG/100/2011,1.41421356237
A/CALIFORNIA/07/2009,A/HEILONGJIANG-XIANGFANG/191/2011,1.41421356237
A/BAYERN/69/2009,A/HEILONGJIANG-XIANGFANG/191/2011,2.82842712475
A/BAYERN/69/2009,A/VORONEZH/01/2011,5.65685424949
A/LVIV/N6/2009,A/HEILONGJIANG-XIANGFANG/191/2011,2.0
A/LVIV/N6/2009,A/VORONEZH/01/2011,2.82842712475
A/CHRISTCHURCH/16/2010,A/HEILONGJIANG-XIANGFANG/191/2011,1.41421356237
A/CHRISTCHURCH/16/2010,A/VORONEZH/01/2011,1.41421356237
A/HONG_KONG/3934/2011,A/HEILONGJIANG-XIANGFANG/191/2011,1.0
A/HONG_KONG/3934/2011,A/VORONEZH/01/2011,1.41421356237
A/ASTRAKHAN/1/2011,A/HEILONGJIANG-XIANGFANG/191/2011,1.0
A/ASTRAKHAN/1/2011,A/VORONEZH/01/2011,1.0
A/ST._PETERSBURG/100/2011,A/HEILONGJIANG-XIANGFANG/191/2011,0.707106781187
A/ST._PETERSBURG/100/2011,A/VORONEZH/01/2011,1.0
A/HEILONGJIANG-XIANGFANG/191/2011,A/VORONEZH/01/2011,0.707106781187
A/MOSCOW/2/2009,A/HONG_KONG/1988/2009,1.41421356237
A/BAYERN/69/2009,A/DOMINICAN_REPUBLIC/7293/2013,4.0
A/LVIV/N6/2009,A/DOMINICAN_REPUBLIC/7293/2013,4.0
A/CHRISTCHURCH/16/2010,A/DOMINICAN_REPUBLIC/7293/2013,4.0
A/HONG_KONG/3934/2011,A/DOMINICAN_REPUBLIC/7293/2013,1.41421356237
A/ASTRAKHAN/1/2011,A/DOMINICAN_REPUBLIC/7293/2013,1.0
A/ST._PETERSBURG/27/2011,A/DOMINICAN_REPUBLIC/7293/2013,2.0
A/ST._PETERSBURG/100/2011,A/DOMINICAN_REPUBLIC/7293/2013,2.0
A/CALIFORNIA/07/2009,A/HONG_KONG/90/2016,0.707106781187
A/BAYERN/69/2009,A/HONG_KONG/90/2016,4.0
A/LVIV/N6/2009,A/HONG_KONG/90/2016,8.0
A/CHRISTCHURCH/16/2010,A/HONG_KONG/90/2016,2.0
A/ASTRAKHAN/1/2011,A/HONG_KONG/90/2016,1.0
A/ST._PETERSBURG/27/2011,A/HONG_KONG/90/2016,0.707106781187
A/ST._PETERSBURG/100/2011,A/HONG_KONG/90/2016,0.707106781187
A/CALIFORNIA/04/2009,A/CALIFORNIA/05/2009,1.41421356237
A/CALIFORNIA/07/2009,A/CALIFORNIA/08/2009,1.41421356237
A/CALIFORNIA/07/2009,A/MEXICO/24001/2009,1.41421356237
A/CALIFORNIA/08/2009,A/MEXICO/4108/2009,1.0
A/CALIFORNIA/08/2009,A/NEW_YORK/18/2009,1.0
A/CALIFORNIA/08/2009,A/TEXAS/15/2009,1.41421356237
A/CALIFORNIA/08/2009,A/CALIFORNIA/07/2009_X_179A,1.0
A/CALIFORNIA/08/2009,A/TEXAS/5/2009_RG15,1.0
A/CALIFORNIA/08/2009,A/MEXICO/24001/2009,1.41421356237
A/MEXICO/4108/2009,A/CALIFORNIA/07/2009_X_179A,1.0
A/MEXICO/4108/2009,A/MEXICO/24001/2009,1.41421356237
A/NEW_YORK/18/2009,A/CALIFORNIA/07/2009_X_179A,0.707106781187
A/NEW_YORK/18/2009,A/MEXICO/24001/2009,1.0
A/TEXAS/15/2009,A/CALIFORNIA/07/2009_X_179A,1.0
A/TEXAS/15/2009,A/TEXAS/5/2009_RG15,2.82842712475
A/TEXAS/15/2009,A/MEXICO/24001/2009,1.41421356237
A/CALIFORNIA/07/2009_X_179A,A/MEXICO/24001/2009,1.0
A/TEXAS/5/2009_RG15,A/MEXICO/24001/2009,1.0
A/CALIFORNIA/04/2009,A/TEXAS/15/2009,0.707106781187
A/CALIFORNIA/04/2009,A/CALIFORNIA/07/2009_PR8,0.707106781187
A/CALIFORNIA/04/2009,A/SOUTH_CAROLINA/10/2009,1.0
A/CALIFORNIA/04/2009,A/MEXICO/24001/2009,1.0
A/CALIFORNIA/07/2009,A/CALIFORNIA/07/2009_PR8,1.0
A/CALIFORNIA/07/2009,A/SOUTH_CAROLINA/10/2009,1.41421356237
A/MEXICO/4108/2009,A/CALIFORNIA/07/2009_IVR153,1.41421356237
A/MEXICO/4108/2009,A/CALIFORNIA/07/2009_PR8,1.41421356237
A/MEXICO/4108/2009,A/SOUTH_CAROLINA/10/2009,2.0
A/NEW_YORK/18/2009,A/CALIFORNIA/07/2009_IVR153,1.0
A/NEW_YORK/18/2009,A/CALIFORNIA/07/2009_PR8,1.0
A/NEW_YORK/18/2009,A/SOUTH_CAROLINA/10/2009,1.0
A/TEXAS/15/2009,A/CALIFORNIA/07/2009_IVR153,1.0
A/TEXAS/15/2009,A/CALIFORNIA/07/2009_PR8,1.0
A/TEXAS/15/2009,A/TEXAS/05/2009,1.0
A/TEXAS/15/2009,A/SOUTH_CAROLINA/10/2009,1.41421356237
A/TEXAS/15/2009,A/NARITA/1/2009,1.41421356237
A/TEXAS/15/2009,A/AUCKLAND/1/2009,1.41421356237
A/TEXAS/15/2009,A/ENGLAND/195/2009,1.41421356237
A/CALIFORNIA/07/2009_X_179A,A/CALIFORNIA/07/2009_PR8,1.0
A/CALIFORNIA/07/2009_X_179A,A/SOUTH_CAROLINA/10/2009,1.41421356237
A/CALIFORNIA/07/2009_IVR153,A/CALIFORNIA/07/2009_PR8,1.0
A/CALIFORNIA/07/2009_IVR153,A/SOUTH_CAROLINA/10/2009,2.0
A/CALIFORNIA/07/2009_IVR153,A/MEXICO/24001/2009,1.41421356237
A/CALIFORNIA/07/2009_PR8,A/TEXAS/05/2009,1.0
A/CALIFORNIA/07/2009_PR8,A/TEXAS/5/2009_RG15,2.0
A/CALIFORNIA/07/2009_PR8,A/SOUTH_CAROLINA/10/2009,1.41421356237
A/CALIFORNIA/07/2009_PR8,A/MEXICO/24001/2009,1.0
A/CALIFORNIA/07/2009_PR8,A/NARITA/1/2009,2.0
A/CALIFORNIA/07/2009_PR8,A/AUCKLAND/1/2009,2.0
A/CALIFORNIA/07/2009_PR8,A/ENGLAND/195/2009,1.41421356237
A/TEXAS/05/2009,A/SOUTH_CAROLINA/10/2009,1.0
A/TEXAS/05/2009,A/MEXICO/24001/2009,0.353553390593
A/TEXAS/5/2009_RG15,A/SOUTH_CAROLINA/10/2009,1.41421356237
A/TEXAS/5/2009_RG15,A/ENGLAND/195/2009,1.41421356237
A/SOUTH_CAROLINA/10/2009,A/MEXICO/24001/2009,0.707106781187
A/SOUTH_CAROLINA/10/2009,A/NARITA/1/2009,1.0
A/SOUTH_CAROLINA/10/2009,A/AUCKLAND/1/2009,1.0
A/SOUTH_CAROLINA/10/2009,A/ENGLAND/195/2009,2.0
A/MEXICO/24001/2009,A/NARITA/1/2009,0.707106781187
A/MEXICO/24001/2009,A/AUCKLAND/1/2009,0.707106781187
A/MEXICO/24001/2009,A/ENGLAND/195/2009,1.0
A/NARITA/1/2009,A/ENGLAND/195/2009,2.0
A/AUCKLAND/1/2009,A/ENGLAND/195/2009,1.41421356237
A/CALIFORNIA/04/2009,A/DELAWARE/03/2009,0.5
A/CALIFORNIA/07/2009,A/DELAWARE/03/2009,0.707106781187
A/MEXICO/4108/2009,A/DELAWARE/03/2009,0.707106781187
A/NEW_YORK/18/2009,A/DELAWARE/03/2009,0.707106781187
A/TEXAS/15/2009,A/DELAWARE/03/2009,0.707106781187
A/CALIFORNIA/07/2009_X_179A,A/DELAWARE/03/2009,0.707106781187
A/DELAWARE/03/2009,A/TEXAS/05/2009,1.0
A/DELAWARE/03/2009,A/TEXAS/5/2009_RG15,1.41421356237
A/DELAWARE/03/2009,A/SOUTH_CAROLINA/10/2009,1.41421356237
A/DELAWARE/03/2009,A/MEXICO/24001/2009,1.0
A/DELAWARE/03/2009,A/NARITA/1/2009,1.41421356237
A/DELAWARE/03/2009,A/AUCKLAND/1/2009,1.41421356237
A/DELAWARE/03/2009,A/ENGLAND/195/2009,1.0
A/CALIFORNIA/07/2009,A/OHIO/9/2015,256.0
A/CALIFORNIA/07/2009,A/WISCONSIN/71/2016,724.077343935
A/CALIFORNIA/07/2009,A/SWINE/HONG_KONG/201/2010,2.0
A/CALIFORNIA/07/2009,A/HUNAN/42443/2015,1.41421356237
A/CALIFORNIA/07/2009,A/HUNAN/42443/2015_CNIC_1601,2.0
A/OHIO/9/2015,A/SWINE/HONG_KONG/201/2010,90.5096679919
A/WISCONSIN/71/2016,A/SWINE/HONG_KONG/201/2010,724.077343935
A/SWINE/HONG_KONG/201/2010,A/HUNAN/42443/2015,1.41421356237
A/HONG_KONG/5659/2012,A/SOUTH_AFRICA/3626/2013,1.41421356237
A/MICHIGAN/45/2015,A/HONG_KONG/5659/2012,2.0
A/MICHIGAN/45/2015,A/SOUTH_AFRICA/3626/2013,1.0
A/MICHIGAN/45/2015,A/SLOVENIA/2903/2015,0.707106781187
A/MICHIGAN/45/2015,A/ISRAEL/Q-504/2015,1.0
A/HONG_KONG/5659/2012,A/SLOVENIA/2903/2015,2.0
A/HONG_KONG/5659/2012,A/ISRAEL/Q-504/2015,2.82842712475
A/SOUTH_AFRICA/3626/2013,A/SLOVENIA/2903/2015,1.41421356237
A/SOUTH_AFRICA/3626/2013,A/ISRAEL/Q-504/2015,1.41421356237
A/SLOVENIA/2903/2015,A/ISRAEL/Q-504/2015,1.41421356237
A/HONG_KONG/5659/2012,A/UKRAINE/6907/2015,2.0
A/SOUTH_AFRICA/3626/2013,A/UKRAINE/6907/2015,1.41421356237
A/SLOVENIA/2903/2015,A/UKRAINE/6907/2015,2.0
A/ISRAEL/Q-504/2015,A/UKRAINE/6907/2015,1.0
A/BANGLADESH/2021/2012,A/SOUTH_AUSTRALIA/17/2013,5.65685424949
A/BANGLADESH/2021/2012,A/NEW_HAMPSHIRE/04/2013,11.313708499
A/BANGLADESH/2021/2012,A/MASSACHUSETTS/15/2013,11.313708499
A/BANGLADESH/2021/2012,A/DOMINICAN_REPUBLIC/7293/2013,8.0
A/BANGLADESH/2021/2012,A/WASHINGTON/24/2012,5.65685424949
A/SOUTH_AUSTRALIA/17/2013,A/NEW_HAMPSHIRE/04/2013,1.41421356237
A/SOUTH_AUSTRALIA/17/2013,A/MASSACHUSETTS/15/2013,1.0
A/SOUTH_AUSTRALIA/17/2013,A/DOMINICAN_REPUBLIC/7293/2013,0.707106781187
A/SOUTH_AUSTRALIA/17/2013,A/WASHINGTON/24/2012,1.0
A/NEW_HAMPSHIRE/04/2013,A/MASSACHUSETTS/15/2013,1.0
A/NEW_HAMPSHIRE/04/2013,A/DOMINICAN_REPUBLIC/7293/2013,1.41421356237
A/NEW_HAMPSHIRE/04/2013,A/WASHINGTON/24/2012,2.82842712475
A/MASSACHUSETTS/15/2013,A/DOMINICAN_REPUBLIC/7293/2013,1.0
A/MASSACHUSETTS/15/2013,A/WASHINGTON/24/2012,1.41421356237
A/DOMINICAN_REPUBLIC/7293/2013,A/WASHINGTON/24/2012,0.707106781187
A/MARYLAND/13/2012,A/BANGLADESH/2021/2012,5.65685424949
A/MARYLAND/13/2012,A/WASHINGTON/24/2012,1.0
A/MARYLAND/13/2012,A/COLORADO/14/2012,0.707106781187
A/BANGLADESH/2021/2012,A/COLORADO/14/2012,2.0
A/WASHINGTON/24/2012,A/COLORADO/14/2012,1.41421356237
A/MICHIGAN/45/2015,A/PANAMA/318595/2016,1.0
A/MICHIGAN/45/2015,A/IOWA/53/2015,1.41421356237
A/PANAMA/318595/2016,A/IOWA/53/2015,1.41421356237
A/ST._PETERSBURG/61/2015,A/SOUTH_AFRICA/3626/2013,2.0
A/ST._PETERSBURG/61/2015,A/MICHIGAN/45/2015,2.82842712475
A/ST._PETERSBURG/61/2015,A/MINNESOTA/32/2015,4.0
A/SOUTH_AFRICA/3626/2013,A/MICHIGAN/45/2015,1.0
A/SOUTH_AFRICA/3626/2013,A/MINNESOTA/32/2015,2.0
A/MICHIGAN/45/2015,A/MINNESOTA/32/2015,1.0
A/BANGLADESH/2021/2012,A/NORTH_CAROLINA/04/2014,8.0
A/BANGLADESH/2021/2012,A/HONG_KONG/5008/13,8.0
A/BANGLADESH/2021/2012,A/PENNSYLVANIA/07/2013,4.0
A/NORTH_CAROLINA/04/2014,A/HONG_KONG/5008/13,1.0
A/NORTH_CAROLINA/04/2014,A/PENNSYLVANIA/07/2013,1.41421356237
A/HONG_KONG/5008/13,A/PENNSYLVANIA/07/2013,1.0
A/ST._PETERSBURG/61/2015,A/INDIANA/21/2016,2.82842712475
A/ST._PETERSBURG/61/2015,A/IOWA/53/2015,4.0
A/MICHIGAN/45/2015,A/INDIANA/21/2016,1.0
A/INDIANA/21/2016,A/IOWA/53/2015,1.0
A/MARYLAND/13/2012,A/DOMINICAN_REPUBLIC/7293/2013,1.41421356237
A/MARYLAND/13/2012,A/BOLIVIA/559/2013,1.0
A/MARYLAND/13/2012,A/MICHIGAN/45/2015,1.41421356237
A/MARYLAND/13/2012,A/IOWA/53/2015,2.0
A/DOMINICAN_REPUBLIC/7293/2013,A/BOLIVIA/559/2013,1.41421356237
A/DOMINICAN_REPUBLIC/7293/2013,A/MICHIGAN/45/2015,1.41421356237
A/DOMINICAN_REPUBLIC/7293/2013,A/IOWA/53/2015,1.41421356237
A/BOLIVIA/559/2013,A/MICHIGAN/45/2015,1.0
A/BOLIVIA/559/2013,A/IOWA/53/2015,2.0
A/HONG_KONG/5659/2012,A/DOMINICAN_REPUBLIC/7293/2013,1.41421356237
A/SOUTH_AFRICA/3626/2013,A/DOMINICAN_REPUBLIC/7293/2013,1.41421356237
A/HONG_KONG/5659/2012,A/HONG_KONG/90/2016,1.0
A/SOUTH_AFRICA/3626/2013,A/HONG_KONG/90/2016,0.707106781187
A/SLOVENIA/2903/2015,A/HONG_KONG/90/2016,0.707106781187
A/ISRAEL/Q-504/2015,A/HONG_KONG/90/2016,0.707106781187
A/OHIO/9/2015,A/WISCONSIN/71/2016,512.0
A/OHIO/9/2015,A/HUNAN/42443/2015,128.0
A/OHIO/9/2015,A/HUNAN/42443/2015_CNIC_1601,256.0
A/WISCONSIN/71/2016,A/HUNAN/42443/2015,512.0
A/WISCONSIN/71/2016,A/HUNAN/42443/2015_CNIC_1601,512.0
A/HUNAN/42443/2015,A/HUNAN/42443/2015_CNIC_1601,1.41421356237
